Time (s),Volume (m^3),Ar,He,Ne,N2,ethane(1),CH3(4),C2H5(5),C(3),H(6),C2H4(9),H2(11),C2H3(14),C#C(20),C2H2(24),C3H7(16),C4H7(22),C4H7(41),C4H7(36),C4H6(42),C4H6(85),C4H6(65),C4H6(43),C4H7(26),C4H5(28),C4H5(180),C3H5(25)
8.01E-05,0.152699394,0,0,0,0,0.641837381,0.000377418,0.000360384,0.016273016,0.000109154,0.338627064,0.352141889,7.48E-06,0.010503913,6.97E-09,2.03E-07,5.43E-08,2.18E-10,1.78E-06,0.000161571,2.61E-07,5.45E-06,1.39E-10,5.70E-10,4.65E-09,1.52E-13,6.70E-09
8.22E-05,0.153428109,0,0,0,0,0.635587011,0.000375825,0.000361302,0.016636967,0.00010877,0.344249149,0.358464072,7.66E-06,0.010928285,7.25E-09,2.05E-07,5.67E-08,2.28E-10,1.87E-06,0.000171932,2.77E-07,5.79E-06,1.48E-10,5.96E-10,4.93E-09,1.61E-13,6.91E-09
8.44E-05,0.154144775,0,0,0,0,0.629448616,0.000374237,0.000362156,0.01699765,0.000108394,0.349757383,0.364680839,7.84E-06,0.011355617,7.53E-09,2.06E-07,5.92E-08,2.38E-10,1.96E-06,0.000182587,2.94E-07,6.15E-06,1.58E-10,6.22E-10,5.22E-09,1.71E-13,7.11E-09
8.65E-05,0.154849749,0,0,0,0,0.623418827,0.000372657,0.000362949,0.017355119,0.000108023,0.355155277,0.370795337,8.03E-06,0.011785749,7.82E-09,2.07E-07,6.17E-08,2.48E-10,2.04E-06,0.000193532,3.12E-07,6.52E-06,1.67E-10,6.47E-10,5.51E-09,1.81E-13,7.32E-09
8.87E-05,0.155543371,0,0,0,0,0.617494431,0.000371083,0.000363683,0.017709429,0.000107659,0.360446174,0.376810567,8.21E-06,0.012218528,8.10E-09,2.09E-07,6.42E-08,2.58E-10,2.13E-06,0.000204762,3.30E-07,6.90E-06,1.77E-10,6.73E-10,5.82E-09,1.91E-13,7.52E-09
9.08E-05,0.156225966,0,0,0,0,0.611672361,0.000369516,0.000364362,0.018060631,0.000107301,0.365633268,0.382729391,8.38E-06,0.01265381,8.39E-09,2.10E-07,6.68E-08,2.69E-10,2.22E-06,0.000216273,3.49E-07,7.29E-06,1.87E-10,7.00E-10,6.13E-09,2.01E-13,7.72E-09
9.30E-05,0.156897844,0,0,0,0,0.605949686,0.000367957,0.000364987,0.018408776,0.000106949,0.37071961,0.388554549,8.56E-06,0.013091457,8.68E-09,2.11E-07,6.93E-08,2.79E-10,2.31E-06,0.000228059,3.68E-07,7.69E-06,1.97E-10,7.26E-10,6.44E-09,2.11E-13,7.92E-09
9.51E-05,0.157559304,0,0,0,0,0.600323602,0.000366405,0.000365562,0.018753912,0.000106602,0.375708118,0.394288655,8.73E-06,0.013531337,8.97E-09,2.12E-07,7.19E-08,2.89E-10,2.40E-06,0.000240115,3.87E-07,8.09E-06,2.07E-10,7.52E-10,6.77E-09,2.22E-13,8.12E-09
9.73E-05,0.158210628,0,0,0,0,0.594791426,0.000364862,0.000366088,0.019096088,0.00010626,0.380601584,0.399934214,8.91E-06,0.013973326,9.27E-09,2.13E-07,7.45E-08,3.00E-10,2.49E-06,0.000252437,4.07E-07,8.51E-06,2.18E-10,7.79E-10,7.09E-09,2.32E-13,8.31E-09
9.94E-05,0.158852089,0,0,0,0,0.589350589,0.000363326,0.000366568,0.019435351,0.000105923,0.385402681,0.405493624,9.08E-06,0.014417305,9.56E-09,2.14E-07,7.71E-08,3.10E-10,2.58E-06,0.000265021,4.27E-07,8.93E-06,2.29E-10,8.06E-10,7.43E-09,2.43E-13,8.51E-09
1.00E-04,0.159483949,0,0,0,0,0.587964707,0.000362933,0.000366684,0.019522204,0.000105838,0.386623753,0.406910844,9.12E-06,0.014531883,9.64E-09,2.14E-07,7.77E-08,3.13E-10,2.61E-06,0.000268301,4.33E-07,9.04E-06,2.32E-10,8.13E-10,7.52E-09,2.46E-13,8.56E-09
0.0001016,0.159483949,0,0,0,0,0.583998626,0.000361799,0.000367004,0.019771744,0.000105591,0.390113974,0.410969184,9.25E-06,0.014863158,9.86E-09,2.15E-07,7.97E-08,3.21E-10,2.67E-06,0.00027786,4.48E-07,9.37E-06,2.40E-10,8.33E-10,7.77E-09,2.54E-13,8.70E-09
0.000103754,0.160106458,0,0,0,0,0.578733175,0.00036028,0.000367397,0.020105313,0.000105264,0.394737919,0.416363099,9.42E-06,0.015310779,1.02E-08,2.15E-07,8.23E-08,3.31E-10,2.77E-06,0.00029095,4.69E-07,9.81E-06,2.51E-10,8.60E-10,8.11E-09,2.66E-13,8.89E-09
0.000105908,0.160719856,0,0,0,0,0.573551966,0.00035877,0.00036775,0.020436099,0.000104941,0.399276876,0.421677485,9.58E-06,0.015760063,1.05E-08,2.16E-07,8.49E-08,3.42E-10,2.86E-06,0.000304287,4.91E-07,1.03E-05,2.63E-10,8.87E-10,8.47E-09,2.77E-13,9.08E-09
0.000107847,0.161264316,0,0,0,0,0.568959103,0.000357418,0.000368034,0.020731463,0.000104654,0.403291148,0.426394117,9.73E-06,0.016165758,1.07E-08,2.17E-07,8.73E-08,3.51E-10,2.95E-06,0.000316496,5.10E-07,1.07E-05,2.73E-10,9.11E-10,8.79E-09,2.88E-13,9.24E-09
0.000109592,0.161748314,0,0,0,0,0.564881092,0.000356208,0.000368265,0.020995417,0.000104398,0.40684802,0.430586596,9.86E-06,0.01653191,1.10E-08,2.17E-07,8.95E-08,3.60E-10,3.02E-06,0.000327649,5.28E-07,1.10E-05,2.83E-10,9.33E-10,9.08E-09,2.97E-13,9.39E-09
0.000111337,0.162226733,0,0,0,0,0.560854603,0.000355003,0.000368471,0.021257618,0.000104145,0.410353029,0.434730393,1.00E-05,0.016898983,1.12E-08,2.18E-07,9.16E-08,3.69E-10,3.10E-06,0.000338955,5.47E-07,1.14E-05,2.93E-10,9.55E-10,9.38E-09,3.07E-13,9.54E-09
0.000113081,0.162699683,0,0,0,0,0.556878591,0.000353804,0.000368655,0.021518088,0.000103895,0.413807262,0.438826483,1.01E-05,0.01726693,1.15E-08,2.18E-07,9.38E-08,3.77E-10,3.18E-06,0.000350411,5.65E-07,1.18E-05,3.02E-10,9.77E-10,9.68E-09,3.17E-13,9.69E-09
0.000114826,0.163167271,0,0,0,0,0.552952042,0.00035261,0.000368817,0.021776846,0.000103647,0.417211772,0.44287581,1.03E-05,0.017635707,1.17E-08,2.19E-07,9.59E-08,3.86E-10,3.25E-06,0.000362016,5.84E-07,1.22E-05,3.13E-10,1.00E-09,9.98E-09,3.27E-13,9.83E-09
0.000116571,0.163629602,0,0,0,0,0.549073972,0.000351423,0.000368957,0.022033912,0.000103401,0.420567581,0.446879292,1.04E-05,0.01800527,1.19E-08,2.19E-07,9.81E-08,3.95E-10,3.33E-06,0.000373765,6.03E-07,1.26E-05,3.23E-10,1.02E-09,1.03E-08,3.37E-13,9.98E-09
0.000118142,0.164041288,0,0,0,0,0.54562437,0.000350359,0.000369065,0.022263841,0.000103182,0.423546989,0.450443965,1.05E-05,0.018338513,1.22E-08,2.19E-07,1.00E-07,4.02E-10,3.40E-06,0.000384462,6.20E-07,1.30E-05,3.32E-10,1.04E-09,1.06E-08,3.46E-13,1.01E-08
0.000119555,0.164408295,0,0,0,0,0.542552081,0.000349406,0.000369149,0.022469631,0.000102986,0.426195996,0.453621558,1.06E-05,0.018638922,1.24E-08,2.20E-07,1.02E-07,4.09E-10,3.46E-06,0.000394187,6.36E-07,1.33E-05,3.40E-10,1.06E-09,1.08E-08,3.54E-13,1.02E-08
0.000120968,0.164772028,0,0,0,0,0.539509945,0.000348457,0.000369221,0.022674345,0.000102792,0.428814769,0.456770615,1.07E-05,0.018939774,1.26E-08,2.20E-07,1.04E-07,4.17E-10,3.53E-06,0.000404003,6.51E-07,1.36E-05,3.49E-10,1.08E-09,1.11E-08,3.63E-13,1.03E-08
0.000122382,0.165132537,0,0,0,0,0.536497491,0.000347511,0.000369279,0.022877993,0.000102599,0.431403795,0.459891573,1.08E-05,0.019241048,1.28E-08,2.20E-07,1.05E-07,4.24E-10,3.59E-06,0.000413908,6.67E-07,1.40E-05,3.57E-10,1.10E-09,1.13E-08,3.71E-13,1.04E-08
0.000123795,0.165489872,0,0,0,0,0.53351426,0.00034657,0.000369326,0.023080585,0.000102407,0.433963551,0.462984861,1.09E-05,0.019542724,1.30E-08,2.20E-07,1.07E-07,4.31E-10,3.65E-06,0.000423902,6.84E-07,1.43E-05,3.66E-10,1.11E-09,1.16E-08,3.79E-13,1.06E-08
0.000125208,0.165844078,0,0,0,0,0.530559806,0.000345632,0.000369361,0.023282131,0.000102217,0.436494502,0.466050896,1.10E-05,0.019844783,1.32E-08,2.21E-07,1.09E-07,4.38E-10,3.72E-06,0.000433983,7.00E-07,1.46E-05,3.75E-10,1.13E-09,1.18E-08,3.88E-13,1.07E-08
0.000126622,0.166195204,0,0,0,0,0.527633688,0.000344699,0.000369384,0.023482639,0.000102028,0.438997102,0.469090087,1.11E-05,0.020147206,1.34E-08,2.21E-07,1.11E-07,4.45E-10,3.78E-06,0.00044415,7.16E-07,1.50E-05,3.83E-10,1.15E-09,1.21E-08,3.97E-13,1.08E-08
0.000128035,0.166543294,0,0,0,0,0.52473548,0.000343769,0.000369396,0.02368212,0.000101841,0.441471796,0.472102831,1.12E-05,0.020449974,1.36E-08,2.21E-07,1.12E-07,4.52E-10,3.84E-06,0.000454402,7.33E-07,1.53E-05,3.92E-10,1.17E-09,1.24E-08,4.05E-13,1.09E-08
0.000129448,0.166888393,0,0,0,0,0.521864763,0.000342843,0.000369398,0.023880582,0.000101654,0.443919017,0.475089521,1.13E-05,0.020753071,1.38E-08,2.21E-07,1.14E-07,4.59E-10,3.91E-06,0.000464737,7.49E-07,1.57E-05,4.01E-10,1.19E-09,1.26E-08,4.14E-13,1.10E-08
0.000132275,0.167569791,0,0,0,0,0.516204171,0.000341003,0.000369369,0.024274487,0.000101285,0.448732731,0.480986252,1.15E-05,0.021360178,1.42E-08,2.21E-07,1.18E-07,4.73E-10,4.03E-06,0.000485652,7.83E-07,1.64E-05,4.19E-10,1.22E-09,1.32E-08,4.31E-13,1.12E-08
0.000134819,0.168173246,0,0,0,0,0.511199642,0.000339361,0.000369308,0.024625607,0.000100957,0.452975282,0.486207942,1.17E-05,0.021907525,1.45E-08,2.22E-07,1.21E-07,4.86E-10,4.15E-06,0.000504748,8.14E-07,1.70E-05,4.36E-10,1.25E-09,1.37E-08,4.48E-13,1.14E-08
0.000137363,0.168767657,0,0,0,0,0.506278078,0.000337731,0.000369216,0.024973564,0.000100633,0.457135151,0.491350901,1.18E-05,0.022455678,1.49E-08,2.22E-07,1.24E-07,4.99E-10,4.26E-06,0.000524095,8.45E-07,1.77E-05,4.52E-10,1.29E-09,1.42E-08,4.64E-13,1.16E-08
0.000139907,0.169353253,0,0,0,0,0.501437348,0.000336113,0.000369095,0.025318406,0.000100312,0.461214546,0.496417116,1.20E-05,0.023004547,1.53E-08,2.22E-07,1.27E-07,5.11E-10,4.38E-06,0.000543687,8.77E-07,1.83E-05,4.69E-10,1.32E-09,1.47E-08,4.80E-13,1.18E-08
0.000142451,0.169930251,0,0,0,0,0.4966754,0.000334509,0.000368945,0.025660181,1.00E-04,0.465215593,0.5014085,1.22E-05,0.023554049,1.56E-08,2.22E-07,1.30E-07,5.24E-10,4.49E-06,0.000563515,9.09E-07,1.90E-05,4.86E-10,1.35E-09,1.52E-08,4.97E-13,1.20E-08
0.000144995,0.170498861,0,0,0,0,0.491990256,0.000332916,0.000368768,0.025998936,9.97E-05,0.469140339,0.506326895,1.24E-05,0.024104103,1.60E-08,2.22E-07,1.33E-07,5.37E-10,4.61E-06,0.000583574,9.41E-07,1.97E-05,5.04E-10,1.38E-09,1.57E-08,5.13E-13,1.21E-08
0.000147539,0.171059286,0,0,0,0,0.487380012,0.000331337,0.000368565,0.026334717,9.94E-05,0.472990756,0.511174076,1.25E-05,0.024654632,1.64E-08,2.22E-07,1.37E-07,5.50E-10,4.72E-06,0.000603857,9.74E-07,2.04E-05,5.21E-10,1.42E-09,1.62E-08,5.30E-13,1.23E-08
0.000150083,0.171611721,0,0,0,0,0.482842831,0.000329769,0.000368338,0.026667567,9.91E-05,0.476768743,0.515951755,1.27E-05,0.025205563,1.67E-08,2.22E-07,1.40E-07,5.62E-10,4.84E-06,0.000624357,1.01E-06,2.10E-05,5.39E-10,1.45E-09,1.67E-08,5.47E-13,1.25E-08
0.000152627,0.172156354,0,0,0,0,0.478376942,0.000328215,0.000368087,0.02699753,9.88E-05,0.480476133,0.520661582,1.28E-05,0.025756825,1.71E-08,2.22E-07,1.43E-07,5.75E-10,4.95E-06,0.000645069,1.04E-06,2.17E-05,5.57E-10,1.48E-09,1.72E-08,5.64E-13,1.27E-08
0.000155172,0.172693367,0,0,0,0,0.473980635,0.000326672,0.000367813,0.027324648,9.85E-05,0.484114694,0.525305151,1.30E-05,0.026308353,1.74E-08,2.22E-07,1.46E-07,5.88E-10,5.07E-06,0.000665985,1.07E-06,2.24E-05,5.75E-10,1.51E-09,1.78E-08,5.82E-13,1.28E-08
0.000157716,0.173222937,0,0,0,0,0.469652258,0.000325142,0.000367517,0.027648963,9.82E-05,0.487686131,0.529884002,1.32E-05,0.026860081,1.78E-08,2.22E-07,1.49E-07,6.00E-10,5.18E-06,0.000687099,1.11E-06,2.32E-05,5.93E-10,1.54E-09,1.83E-08,5.99E-13,1.30E-08
0.00016026,0.173745233,0,0,0,0,0.465390217,0.000323624,0.000367201,0.027970516,9.79E-05,0.491192093,0.534399621,1.33E-05,0.027411948,1.82E-08,2.22E-07,1.52E-07,6.13E-10,5.30E-06,0.000708406,1.14E-06,2.39E-05,6.12E-10,1.58E-09,1.88E-08,6.17E-13,1.32E-08
0.000162804,0.174260419,0,0,0,0,0.461192971,0.000322118,0.000366865,0.028289345,9.76E-05,0.49463417,0.538853444,1.35E-05,0.027963897,1.85E-08,2.22E-07,1.55E-07,6.25E-10,5.41E-06,0.0007299,1.18E-06,2.46E-05,6.30E-10,1.61E-09,1.94E-08,6.34E-13,1.33E-08
0.000165348,0.174768654,0,0,0,0,0.45705903,0.000320624,0.00036651,0.028605489,9.73E-05,0.4980139,0.543246859,1.36E-05,0.028515871,1.89E-08,2.22E-07,1.59E-07,6.38E-10,5.52E-06,0.000751574,1.21E-06,2.53E-05,6.49E-10,1.64E-09,1.99E-08,6.52E-13,1.35E-08
0.000167892,0.175270092,0,0,0,0,0.452986953,0.000319142,0.000366137,0.028918987,9.70E-05,0.50133277,0.547581212,1.38E-05,0.029067816,1.93E-08,2.21E-07,1.62E-07,6.50E-10,5.64E-06,0.000773424,1.25E-06,2.61E-05,6.68E-10,1.67E-09,2.05E-08,6.70E-13,1.37E-08
0.000170436,0.17576488,0,0,0,0,0.448975345,0.000317672,0.000365747,0.029229875,9.67E-05,0.504592217,0.5518578,1.39E-05,0.029619681,1.96E-08,2.21E-07,1.65E-07,6.62E-10,5.75E-06,0.000795443,1.28E-06,2.68E-05,6.87E-10,1.70E-09,2.10E-08,6.88E-13,1.38E-08
0.000172725,0.176204625,0,0,0,0,0.445415484,0.000316359,0.000365381,0.029507472,9.65E-05,0.507476065,0.555658383,1.40E-05,0.030116252,2.00E-08,2.21E-07,1.67E-07,6.73E-10,5.85E-06,0.0008154,1.31E-06,2.75E-05,7.04E-10,1.73E-09,2.15E-08,7.04E-13,1.39E-08
0.000174786,0.176595973,0,0,0,0,0.442251763,0.000315185,0.000365042,0.029755549,9.62E-05,0.510032152,0.55904051,1.42E-05,0.030563047,2.03E-08,2.21E-07,1.70E-07,6.83E-10,5.94E-06,0.000833472,1.34E-06,2.81E-05,7.19E-10,1.75E-09,2.20E-08,7.19E-13,1.41E-08
0.000176847,0.176983209,0,0,0,0,0.439125379,0.000314019,0.000364691,0.030001977,9.60E-05,0.51255166,0.562386917,1.43E-05,0.031009706,2.06E-08,2.21E-07,1.72E-07,6.93E-10,6.03E-06,0.000851646,1.37E-06,2.87E-05,7.35E-10,1.78E-09,2.24E-08,7.34E-13,1.42E-08
0.000178907,0.177366402,0,0,0,0,0.436035675,0.00031286,0.000364332,0.030246774,9.58E-05,0.515035267,0.565698219,1.44E-05,0.031456206,2.09E-08,2.20E-07,1.75E-07,7.03E-10,6.12E-06,0.000869918,1.40E-06,2.93E-05,7.51E-10,1.80E-09,2.29E-08,7.49E-13,1.43E-08
0.000180968,0.177745621,0,0,0,0,0.432982005,0.00031171,0.000363963,0.030489958,9.55E-05,0.517483636,0.568975016,1.45E-05,0.031902523,2.12E-08,2.20E-07,1.77E-07,7.13E-10,6.21E-06,0.000888286,1.43E-06,2.99E-05,7.67E-10,1.83E-09,2.33E-08,7.64E-13,1.44E-08
0.000183029,0.178120932,0,0,0,0,0.429963743,0.000310566,0.000363584,0.030731547,9.53E-05,0.519897411,0.572217893,1.46E-05,0.032348636,2.15E-08,2.20E-07,1.80E-07,7.23E-10,6.30E-06,0.000906748,1.46E-06,3.06E-05,7.83E-10,1.85E-09,2.38E-08,7.79E-13,1.46E-08
0.000185089,0.178492402,0,0,0,0,0.426980278,0.00030943,0.000363198,0.030971557,9.51E-05,0.522277224,0.57542742,1.47E-05,0.032794525,2.17E-08,2.20E-07,1.82E-07,7.33E-10,6.39E-06,0.000925301,1.49E-06,3.12E-05,7.99E-10,1.88E-09,2.42E-08,7.94E-13,1.47E-08
0.000186944,0.178823493,0,0,0,0,0.424324415,0.000308414,0.000362842,0.031186232,9.49E-05,0.524390524,0.578287941,1.48E-05,0.033195616,2.20E-08,2.19E-07,1.84E-07,7.41E-10,6.47E-06,0.000942073,1.52E-06,3.18E-05,8.13E-10,1.90E-09,2.47E-08,8.07E-13,1.48E-08
0.000188799,0.179151569,0,0,0,0,0.421695829,0.000307404,0.00036248,0.031399654,9.47E-05,0.526477247,0.581122297,1.49E-05,0.033596495,2.23E-08,2.19E-07,1.87E-07,7.50E-10,6.55E-06,0.000958916,1.55E-06,3.23E-05,8.28E-10,1.92E-09,2.51E-08,8.21E-13,1.49E-08
0.000190653,0.179476674,0,0,0,0,0.419094102,0.0003064,0.000362112,0.031611836,9.45E-05,0.528537822,0.583930877,1.50E-05,0.033997146,2.25E-08,2.19E-07,1.89E-07,7.59E-10,6.63E-06,0.000975826,1.57E-06,3.29E-05,8.42E-10,1.94E-09,2.55E-08,8.35E-13,1.50E-08
0.000192508,0.179798853,0,0,0,0,0.416518828,0.000305401,0.000361737,0.031822789,9.43E-05,0.530572667,0.58671406,1.51E-05,0.034397558,2.28E-08,2.19E-07,1.91E-07,7.68E-10,6.71E-06,0.000992802,1.60E-06,3.35E-05,8.57E-10,1.97E-09,2.59E-08,8.48E-13,1.51E-08
0.000194362,0.180118148,0,0,0,0,0.413969608,0.000304409,0.000361357,0.032032526,9.41E-05,0.532582189,0.589472217,1.52E-05,0.034797717,2.31E-08,2.18E-07,1.93E-07,7.76E-10,6.79E-06,0.001009842,1.63E-06,3.40E-05,8.72E-10,1.99E-09,2.63E-08,8.62E-13,1.52E-08
0.000196217,0.1804346,0,0,0,0,0.411446053,0.000303422,0.00036097,0.032241058,9.39E-05,0.53456679,0.592205714,1.53E-05,0.035197611,2.33E-08,2.18E-07,1.95E-07,7.85E-10,6.87E-06,0.001026945,1.66E-06,3.46E-05,8.87E-10,2.01E-09,2.67E-08,8.76E-13,1.53E-08
0.000198072,0.18074825,0,0,0,0,0.40894778,0.000302441,0.000360578,0.032448396,9.38E-05,0.536526861,0.594914905,1.54E-05,0.035597227,2.36E-08,2.18E-07,1.97E-07,7.93E-10,6.95E-06,0.001044108,1.68E-06,3.52E-05,9.01E-10,2.03E-09,2.72E-08,8.90E-13,1.54E-08
0.000199741,0.181028173,0,0,0,0,0.406720642,0.000301563,0.000360221,0.032633989,9.36E-05,0.53827027,0.597332686,1.55E-05,0.035956634,2.38E-08,2.17E-07,1.99E-07,8.01E-10,7.02E-06,0.001059606,1.71E-06,3.57E-05,9.15E-10,2.05E-09,2.76E-08,9.02E-13,1.55E-08
0.00020141,0.181305888,0,0,0,0,0.404513413,0.000300689,0.000359859,0.032818632,9.34E-05,0.539994393,0.599731312,1.56E-05,0.036315799,2.41E-08,2.17E-07,2.01E-07,8.09E-10,7.09E-06,0.00107515,1.73E-06,3.62E-05,9.28E-10,2.07E-09,2.79E-08,9.15E-13,1.55E-08
0.000203079,0.181581422,0,0,0,0,0.402325831,0.000299821,0.000359493,0.033002333,9.32E-05,0.541699501,0.602111028,1.57E-05,0.036674713,2.43E-08,2.17E-07,2.03E-07,8.16E-10,7.17E-06,0.00109074,1.76E-06,3.68E-05,9.42E-10,2.09E-09,2.83E-08,9.27E-13,1.56E-08
0.000204748,0.181854804,0,0,0,0,0.400157638,0.000298956,0.000359124,0.033185101,9.31E-05,0.543385856,0.604472075,1.58E-05,0.037033367,2.46E-08,2.17E-07,2.05E-07,8.24E-10,7.24E-06,0.001106374,1.78E-06,3.73E-05,9.55E-10,2.11E-09,2.87E-08,9.40E-13,1.57E-08
0.000206417,0.18212606,0,0,0,0,0.398008581,0.000298096,0.00035875,0.033366942,9.29E-05,0.545053719,0.606814688,1.59E-05,0.037391755,2.48E-08,2.16E-07,2.07E-07,8.32E-10,7.31E-06,0.00112205,1.81E-06,3.78E-05,9.69E-10,2.13E-09,2.91E-08,9.52E-13,1.58E-08
0.000208087,0.182395217,0,0,0,0,0.395878413,0.000297241,0.000358372,0.033547864,9.27E-05,0.546703341,0.609139099,1.59E-05,0.037749869,2.50E-08,2.16E-07,2.09E-07,8.39E-10,7.38E-06,0.001137769,1.83E-06,3.84E-05,9.82E-10,2.15E-09,2.95E-08,9.65E-13,1.59E-08
0.000209756,0.182662301,0,0,0,0,0.39376689,0.00029639,0.000357991,0.033727876,9.26E-05,0.548334974,0.611445537,1.60E-05,0.038107702,2.53E-08,2.16E-07,2.10E-07,8.47E-10,7.45E-06,0.001153529,1.86E-06,3.89E-05,9.96E-10,2.17E-09,2.99E-08,9.78E-13,1.60E-08
0.000213094,0.183190351,0,0,0,0,0.389598825,0.000294702,0.000357218,0.034085196,9.22E-05,0.551545245,0.61600538,1.62E-05,0.038822496,2.57E-08,2.15E-07,2.14E-07,8.62E-10,7.58E-06,0.001185166,1.91E-06,3.99E-05,1.02E-09,2.20E-09,3.06E-08,1.00E-12,1.61E-08
0.000216432,0.183710412,0,0,0,0,0.385502524,0.000293031,0.000356432,0.03443896,9.19E-05,0.554686435,0.620495957,1.63E-05,0.039536083,2.62E-08,2.15E-07,2.18E-07,8.76E-10,7.72E-06,0.001216953,1.96E-06,4.10E-05,1.05E-09,2.24E-09,3.14E-08,1.03E-12,1.63E-08
0.000219771,0.184222675,0,0,0,0,0.381476188,0.000291378,0.000355633,0.034789227,9.16E-05,0.557760383,0.62491895,1.65E-05,0.04024841,2.67E-08,2.14E-07,2.22E-07,8.91E-10,7.86E-06,0.001248881,2.01E-06,4.21E-05,1.08E-09,2.28E-09,3.22E-08,1.05E-12,1.64E-08
0.000223109,0.184727327,0,0,0,0,0.377518081,0.000289741,0.000354822,0.035136052,9.13E-05,0.560768861,0.62927598,1.67E-05,0.040959431,2.72E-08,2.13E-07,2.25E-07,9.06E-10,7.99E-06,0.001280943,2.07E-06,4.32E-05,1.11E-09,2.31E-09,3.30E-08,1.08E-12,1.66E-08
0.000226447,0.185224547,0,0,0,0,0.373626527,0.000288122,0.000354,0.035479489,9.10E-05,0.56371358,0.633568616,1.68E-05,0.041669099,2.76E-08,2.13E-07,2.29E-07,9.20E-10,8.13E-06,0.00131313,2.12E-06,4.43E-05,1.13E-09,2.35E-09,3.37E-08,1.11E-12,1.67E-08
0.000229785,0.18571451,0,0,0,0,0.369799907,0.000286519,0.000353168,0.035819592,9.06E-05,0.566596192,0.637798373,1.70E-05,0.042377372,2.81E-08,2.12E-07,2.32E-07,9.35E-10,8.26E-06,0.001345435,2.17E-06,4.54E-05,1.16E-09,2.39E-09,3.45E-08,1.13E-12,1.69E-08
0.000236462,0.186673332,0,0,0,0,0.362335253,0.000283362,0.000351474,0.036490005,9.00E-05,0.572181421,0.64607506,1.73E-05,0.043789567,2.90E-08,2.11E-07,2.39E-07,9.63E-10,8.53E-06,0.001410368,2.27E-06,4.75E-05,1.22E-09,2.46E-09,3.61E-08,1.18E-12,1.71E-08
0.000243139,0.187605073,0,0,0,0,0.355112202,0.00028027,0.000349746,0.037147692,8.94E-05,0.577536681,0.654117195,1.75E-05,0.045195719,3.00E-08,2.09E-07,2.46E-07,9.91E-10,8.79E-06,0.001475684,2.38E-06,4.97E-05,1.27E-09,2.53E-09,3.77E-08,1.23E-12,1.74E-08
0.000249815,0.188510936,0,0,0,0,0.348119593,0.00027724,0.000347988,0.037793041,8.88E-05,0.582673313,0.66193523,1.78E-05,0.04659556,3.09E-08,2.08E-07,2.53E-07,1.02E-09,9.04E-06,0.001541328,2.49E-06,5.20E-05,1.33E-09,2.60E-09,3.93E-08,1.29E-12,1.77E-08
0.000256492,0.189392044,0,0,0,0,0.341346962,0.000274272,0.000346205,0.038426419,8.82E-05,0.587601936,0.669538969,1.81E-05,0.047988853,3.18E-08,2.06E-07,2.60E-07,1.04E-09,9.29E-06,0.001607251,2.59E-06,5.42E-05,1.39E-09,2.66E-09,4.09E-08,1.34E-12,1.79E-08
0.000263168,0.190249458,0,0,0,0,0.334784486,0.000271362,0.000344399,0.03904818,8.76E-05,0.592332503,0.676937621,1.84E-05,0.049375389,3.27E-08,2.05E-07,2.66E-07,1.07E-09,9.54E-06,0.001673405,2.70E-06,5.64E-05,1.44E-09,2.73E-09,4.24E-08,1.39E-12,1.82E-08
0.000269845,0.191084175,0,0,0,0,0.328422933,0.000268511,0.000342574,0.039658661,8.71E-05,0.596874352,0.684139849,1.86E-05,0.050754981,3.37E-08,2.03E-07,2.73E-07,1.10E-09,9.78E-06,0.001739744,2.81E-06,5.86E-05,1.50E-09,2.79E-09,4.40E-08,1.44E-12,1.84E-08
0.000276521,0.191897133,0,0,0,0,0.322253615,0.000265715,0.000340732,0.040258188,8.65E-05,0.601236259,0.691153808,1.89E-05,0.052127467,3.46E-08,2.02E-07,2.79E-07,1.12E-09,1.00E-05,0.001806226,2.91E-06,6.09E-05,1.56E-09,2.86E-09,4.56E-08,1.49E-12,1.86E-08
0.000283198,0.192689217,0,0,0,0,0.316268344,0.000262975,0.000338878,0.040847072,8.59E-05,0.605426476,0.69798719,1.91E-05,0.053492703,3.55E-08,2.00E-07,2.85E-07,1.15E-09,1.03E-05,0.001872811,3.02E-06,6.31E-05,1.62E-09,2.92E-09,4.72E-08,1.55E-12,1.88E-08
0.000289875,0.193461263,0,0,0,0,0.310459402,0.000260288,0.000337013,0.04142561,8.54E-05,0.609452776,0.704647251,1.93E-05,0.054850564,3.64E-08,1.99E-07,2.91E-07,1.17E-09,1.05E-05,0.001939463,3.13E-06,6.54E-05,1.67E-09,2.98E-09,4.88E-08,1.60E-12,1.90E-08
0.000296551,0.19421406,0,0,0,0,0.304819499,0.000257653,0.000335139,0.04199409,8.49E-05,0.613322481,0.711140848,1.96E-05,0.056200942,3.73E-08,1.97E-07,2.97E-07,1.19E-09,1.07E-05,0.002006146,3.23E-06,6.76E-05,1.73E-09,3.04E-09,5.04E-08,1.65E-12,1.92E-08
0.000303228,0.194948356,0,0,0,0,0.299341748,0.000255069,0.000333259,0.042552788,8.43E-05,0.617042502,0.717474467,1.98E-05,0.057543743,3.82E-08,1.96E-07,3.03E-07,1.22E-09,1.09E-05,0.002072829,3.34E-06,6.99E-05,1.79E-09,3.10E-09,5.20E-08,1.70E-12,1.94E-08
